Ticker
AADI.JK
AALI.JK
ABBA.JK
ABDA.JK
ABMM.JK
ACES.JK
ACST.JK
ADCP.JK
ADES.JK
ADHI.JK
ADMF.JK
ADMG.JK
ADMR.JK
ADRO.JK
AEGS.JK
AGAR.JK
AGII.JK
AGRO.JK
AGRS.JK
AHAP.JK
AIMS.JK
AISA.JK
AKKU.JK
AKPI.JK
AKRA.JK
ALDO.JK
ALKA.JK
ALMI.JK
ALTO.JK
AMAG.JK
AMAR.JK
AMFG.JK
AMIN.JK
AMMN.JK
AMMS.JK
AMOR.JK
AMRT.JK
ANDI.JK
ANJT.JK
ANTM.JK
APEX.JK
ARCI.JK
ARGO.JK
ARII.JK
ARNA.JK
ARTO.JK
ASBI.JK
ASDM.JK
ASGR.JK
ASII.JK
ASMI.JK
ASPI.JK
ASSA.JK
ATAP.JK
AUTO.JK
AWAN.JK
BACA.JK
BAJA.JK
BANK.JK
BAPA.JK
BAPI.JK
BATA.JK
BAUT.JK
BBCA.JK
BBHI.JK
BBKP.JK
BBLD.JK
BBMD.JK
BBNI.JK
BBRI.JK
BBRM.JK
BBSS.JK
BBTN.JK
BBYB.JK
BCAP.JK
BCIC.JK
BCIP.JK
BDKR.JK
BDMN.JK
BEBS.JK
BELL.JK
BESS.JK
BEST.JK
BFIN.JK
BHAT.JK
BHIT.JK
BIKA.JK
BIMA.JK
BINA.JK
BIPI.JK
BIRD.JK
BISI.JK
BJBR.JK
BJTM.JK
BKDP.JK
BKSL.JK
BKSW.JK
BLTA.JK
BLTZ.JK
BLUE.JK
BMAS.JK
BMHS.JK
BMRI.JK
BMSR.JK
BMTR.JK
BNBA.JK
BNBR.JK
BNGA.JK
BNII.JK
BNLI.JK
BOBA.JK
BOGA.JK
BOLA.JK
BOSS.JK
BRIS.JK
BRMS.JK
BRPT.JK
BSDE.JK
BSIM.JK
BSSR.JK
BSWD.JK
BTEK.JK
BTPS.JK
BUKA.JK
BULL.JK
BUMI.JK
BUVA.JK
BVIC.JK
BWPT.JK
BYAN.JK
CAMP.JK
CANI.JK
CARE.JK
CARS.JK
CASA.JK
CBMF.JK
CCSI.JK
CEKA.JK
CENT.JK
CFIN.JK
CGAS.JK
CHEM.JK
CINT.JK
CLEO.JK
CLPI.JK
CMNP.JK
CMRY.JK
CNKO.JK
CNMA.JK
CPIN.JK
CSAP.JK
CSIS.JK
CTBN.JK
CTRA.JK
CTTH.JK
DADA.JK
DART.JK
DAYA.JK
DEAL.JK
DEFI.JK
DEPO.JK
DGIK.JK
DMAS.JK
DNAR.JK
DOID.JK
DPNS.JK
DSFI.JK
DSNG.JK
DSSA.JK
DUCK.JK
DUTI.JK
EAST.JK
ECII.JK
EDGE.JK
EKAD.JK
ELSA.JK
ELTY.JK
EMDE.JK
EMTK.JK
ENAK.JK
ENRG.JK
EPMT.JK
ERAA.JK
ERAL.JK
ESTA.JK
ESTI.JK
ETWA.JK
EURO.JK

FAPA.JK
FAST.JK
FASW.JK
FILM.JK
FIRE.JK
FISH.JK
FITT.JK
FLMC.JK
FMII.JK
FORU.JK
FPNI.JK
FUJI.JK

GAMA.JK
GDST.JK
GEMA.JK
GEMS.JK
GGRM.JK
GHON.JK
GIAA.JK
GJTL.JK
GLVA.JK
GMFI.JK
GMTD.JK
GOLD.JK
GOOD.JK
GOTO.JK
GPRA.JK
GPSO.JK
GRIA.JK
GRPM.JK
GSMF.JK
GTBO.JK

HADE.JK
HAIS.JK
HATM.JK
HDFA.JK
HEAL.JK
HELI.JK
HERO.JK
HITS.JK
HKMU.JK
HMSP.JK
HOPE.JK
HOKI.JK
HOTL.JK
HRME.JK
HRTA.JK
IBFN.JK
IBST.JK
ICBP.JK
ICON.JK
IDEA.JK
IKAI.JK
IKAN.JK
IKBI.JK
IKPM.JK
IMAS.JK
IMJS.JK
IMPC.JK
INAF.JK
INAI.JK
INCF.JK
INCO.JK
INDF.JK
INDO.JK
INDR.JK
INDS.JK
INDX.JK
INDY.JK
INDX.JK
INET.JK
INKP.JK
INPP.JK
INPS.JK
INRU.JK
INTA.JK
INTP.JK
IPAC.JK
IPCC.JK
IPCM.JK
IPOL.JK
IPPE.JK
IPTV.JK
IRRA.JK
ISAT.JK
ISSP.JK
ITIC.JK
ITMA.JK
ITMG.JK

JARR.JK
JAST.JK
JATI.JK
JAYA.JK
JECC.JK
JGLE.JK
JKON.JK
JMAS.JK
JPFA.JK
JRPT.JK
JSKY.JK

KAEF.JK
KARW.JK
KBAG.JK
KBLI.JK
KBLM.JK
KBLV.JK
KDSI.JK
KEEN.JK
KEJU.JK
KIAS.JK
KICI.JK
KIJA.JK
KINO.JK
KLBF.JK
KMDS.JK
KMTR.JK
KOBX.JK
KOIN.JK
KONI.JK
KOPI.JK
KREN.JK
LABA.JK
LAND.JK
LAPD.JK
LCKM.JK
LEAD.JK
LIFE.JK
LINK.JK
LION.JK
LMPI.JK
LPCK.JK
LPIN.JK
LPKR.JK
LPLI.JK
LPPS.JK
LSIP.JK
LTLS.JK
LUCK.JK
MAIN.JK
MAPA.JK
MAPB.JK
MAPI.JK
MARK.JK
MAYA.JK
MBAP.JK
MBSS.JK
MBTO.JK
MCAS.JK
MCOL.JK
MCOR.JK
MDIA.JK
MDKA.JK
MDKI.JK
MEDC.JK
MEDS.JK
MEGA.JK
MERK.JK
META.JK
MFMI.JK
MGNA.JK
MGRO.JK
MICE.JK
MIDI.JK
MIKA.JK
MIRA.JK
MITI.JK
MKNT.JK
MKPI.JK
MLBI.JK
MLIA.JK
MLPL.JK
MLPT.JK
MMIX.JK
MMLP.JK
MNCN.JK
MPMX.JK
MPPA.JK
MPRO.JK
MREI.JK
MSIN.JK
MTDL.JK
MTLA.JK
MTPS.JK
MYOH.JK
MYOR.JK

NASA.JK
NATO.JK
NCKL.JK
NELY.JK
NETV.JK
NICL.JK
NIKL.JK
NIRO.JK
NOBU.JK
NRCA.JK

OASA.JK
OBAT.JK
OKAS.JK
OLIV.JK
OMED.JK
OPMS.JK
PADI.JK
PALM.JK
PAMG.JK
PANI.JK
PANR.JK
PBID.JK
PBSA.JK
PCAR.JK
PDES.JK
PEGE.JK
PEHA.JK
PGAS.JK
PGEO.JK
PGJO.JK
PGLI.JK
PICO.JK
PJAA.JK
PKPK.JK
PLAN.JK
POLA.JK
POLI.JK
POLL.JK
POLU.JK
PORT.JK
PPGL.JK
PTBA.JK
PTIS.JK
PTPP.JK
PUDP.JK
PWON.JK
PYFA.JK

RAAM.JK
RALS.JK
RANC.JK
RBMS.JK
RDTX.JK
REAL.JK
RELI.JK
RISE.JK
RMKE.JK
RODA.JK
ROTI.JK
RSCH.JK
RUIS.JK

SAFE.JK
SAME.JK
SAMF.JK
SAPX.JK
SBAT.JK
SBMA.JK
SCMA.JK
SDMU.JK
SDPC.JK
SDRA.JK
SGER.JK
SGRO.JK
SIDO.JK
SILO.JK
SIMP.JK
SIMP.JK
SKBM.JK
SKLT.JK
SLIS.JK
SMAR.JK
SMBR.JK
SMCB.JK
SMDR.JK
SMGR.JK
SMKL.JK
SMKM.JK
SMRA.JK
SMSM.JK
SOCI.JK
SOHO.JK
SONA.JK
SPMA.JK
SQMI.JK
SRAJ.JK
SRTG.JK
SSIA.JK
STAR.JK
STTP.JK
SUPR.JK

TALF.JK
TAMA.JK
TAPG.JK
TBIG.JK
TBLA.JK
TBMS.JK
TCID.JK
TCPI.JK
TECH.JK
TELE.JK
TFAS.JK
TGKA.JK
TIFA.JK
TINS.JK
TKIM.JK
TLKM.JK
TMAS.JK
TMPO.JK
TOBA.JK
TOOL.JK
TOTL.JK
TOWR.JK
TRIN.JK
TRIS.JK
TRJA.JK
TRON.JK
TRUE.JK
TRUK.JK
TSPC.JK

UANG.JK
UCID.JK
ULTJ.JK
UNIQ.JK
UNSP.JK
UNTR.JK
UNVR.JK

VAST.JK
VICI.JK
VKTR.JK

WAPO.JK
WEGE.JK
WICO.JK
WIDI.JK
WIKA.JK
WINR.JK
WMUU.JK
WOOD.JK
